step	 five	 six	 seven	 eight	 nine
380	0	0	0	1	3
381	0	0	0	1	3
382	0	0	0	1	3
383	0	0	0	1	3
384	0	0	0	1	3
385	0	0	0	1	3
386	0	0	0	1	3
387	0	0	0	1	3
388	0	0	0	1	3
389	0	0	0	1	3
390	0	0	0	1	3
391	0	0	0	1	3
392	0	0	0	1	3
393	0	0	0	1	3
394	0	0	0	1	3
395	0	0	0	1	3
396	0	0	0	1	3
397	0	0	0	1	3
398	0	0	0	1	3
399	0	0	0	1	3
400	0	0	0	1	3
401	0	0	0	1	3
402	0	0	0	1	3
403	0	0	0	1	3
404	0	0	0	1	3
405	0	0	0	1	3
406	0	0	0	1	3
407	0	0	0	1	3
408	0	0	0	1	3
409	0	0	0	1	3
410	0	0	0	1	3
411	0	0	0	1	3
412	0	0	0	1	3
413	0	0	0	1	3
414	0	0	0	1	3
415	0	0	0	1	3
416	0	0	0	1	3
417	0	0	0	1	3
418	0	0	0	1	3
419	0	0	0	1	3
420	0	0	0	1	3
421	0	0	0	1	3
422	0	0	0	1	3
423	0	0	0	1	3
424	0	0	0	1	3
425	0	0	0	1	3
426	0	0	0	1	3
427	0	0	0	1	3
428	0	0	0	1	3
429	0	0	0	1	3
430	0	0	0	1	3
431	0	0	0	1	3
432	0	0	0	1	3
433	0	0	0	1	3
434	0	0	0	1	3
435	0	0	0	1	3
436	0	0	0	1	3
437	0	0	0	1	3
438	0	0	0	1	3
439	0	0	0	1	3
440	0	0	0	1	3
441	0	0	0	1	3
442	0	0	0	1	3
443	0	0	0	1	3
444	0	0	0	1	3
445	0	0	0	1	3
446	0	0	0	1	3
447	0	0	0	1	3
448	0	0	0	1	3
449	0	0	0	1	3
450	0	0	0	1	3
451	0	0	0	1	3
452	0	0	0	1	3
453	0	0	0	1	3
454	0	0	0	1	3
455	0	0	0	1	3
456	0	0	0	1	3
457	0	0	0	1	3
458	0	0	0	1	3
459	0	0	0	1	3
460	0	0	0	1	3
461	0	0	0	1	3
462	0	0	0	1	3
463	0	0	0	1	3
464	0	0	0	1	3
465	0	0	0	1	3
466	0	0	0	1	3
467	0	0	0	1	4
468	0	0	0	1	4
469	0	0	0	1	4
470	0	0	0	1	4
471	0	0	0	1	4
472	0	0	0	1	4
473	0	0	0	1	4
474	0	0	0	1	4
475	0	0	0	2	4
476	0	0	0	2	4
477	0	0	0	2	3
478	0	0	0	2	3
479	0	0	0	2	3
480	0	0	0	2	3
481	0	0	0	1	3
482	0	0	0	1	3
483	0	0	0	1	3
484	0	0	0	1	3
485	0	0	0	1	3
486	0	0	0	1	3
487	0	0	0	1	3
488	0	0	0	2	3
489	0	0	0	2	3
490	0	0	0	2	3
491	0	0	0	2	3
492	0	0	0	2	3
493	0	0	0	2	3
494	0	0	0	2	3
495	0	0	0	2	3
496	0	0	0	2	3
497	0	0	0	2	4
498	0	0	0	2	4
499	0	0	0	2	3
500	0	0	0	2	3
501	0	0	0	2	4
502	0	0	0	2	4
503	0	0	0	2	4
504	0	0	0	2	4
505	0	0	0	2	4
506	0	0	0	2	4
507	0	0	0	2	4
508	0	0	0	2	4
509	0	0	0	2	4
510	0	0	0	2	3
511	0	0	0	2	3
512	0	0	0	2	3
513	0	0	0	2	3
514	0	0	0	2	3
515	0	0	0	2	3
516	0	0	0	2	3
517	0	0	0	2	3
518	0	0	0	2	3
519	0	0	0	2	3
520	0	0	0	2	3
521	0	0	0	2	3
522	0	0	0	2	4
523	0	0	0	2	4
524	0	0	0	2	4
525	0	0	0	2	4
526	0	0	0	2	4
527	0	0	0	2	4
528	0	0	0	2	4
529	0	0	0	2	4
530	0	0	0	2	4
531	0	0	0	2	3
532	0	0	0	2	3
533	0	0	0	2	3
534	0	0	0	2	3
535	0	0	0	2	3
536	0	0	0	2	3
537	0	0	0	2	3
538	0	0	0	2	3
539	0	0	0	2	3
540	0	0	0	2	3
541	0	0	0	2	3
542	0	0	0	2	3
543	0	0	0	2	3
544	0	0	0	2	3
545	0	0	0	2	3
546	0	0	0	2	3
547	0	0	0	2	3
548	0	0	0	2	3
549	0	0	0	2	3
550	0	0	1	2	3
551	0	0	1	2	4
552	0	0	1	2	4
553	0	0	1	2	4
554	0	0	1	2	4
555	0	0	1	2	4
556	0	0	1	2	4
557	0	0	1	2	4
558	0	0	1	2	4
559	0	0	1	2	4
560	0	0	1	2	4
561	0	0	1	2	3
562	0	0	1	2	4
563	0	0	1	2	4
564	0	0	1	2	4
565	0	0	1	2	4
566	0	0	1	2	4
567	0	0	1	2	4
568	0	0	1	2	4
569	0	0	1	2	4
570	0	0	1	2	4
571	0	0	1	2	4
572	0	0	1	2	4
573	0	0	1	2	4
574	0	0	1	2	4
575	0	0	1	2	4
576	0	0	1	2	4
577	0	0	1	2	4
578	0	0	1	2	4
579	0	0	1	2	4
580	0	0	1	2	4
581	0	0	1	2	4
582	0	0	1	2	4
583	0	0	1	2	4
584	0	0	1	2	4
585	0	0	1	2	4
586	0	0	1	2	4
587	0	0	1	2	4
588	0	0	1	2	4
589	0	0	1	2	4
590	0	0	1	2	4
591	0	0	1	2	4
592	0	0	1	2	4
593	0	0	1	2	4
594	0	0	1	2	4
595	0	0	1	2	4
596	0	0	1	2	4
597	0	0	1	2	4
598	0	0	1	2	4
599	0	0	1	2	4
600	0	0	1	2	4
601	0	0	1	2	4
602	0	0	1	2	4
603	0	0	1	2	4
604	0	0	1	2	4
605	0	0	1	2	4
606	0	0	1	2	4
607	0	0	1	2	4
608	0	0	1	2	4
609	0	0	1	2	4
610	0	0	1	2	4
611	0	0	1	2	4
612	0	0	1	2	4
613	0	0	1	2	4
614	0	0	1	2	4
615	0	0	1	2	4
616	0	0	1	2	4
617	0	0	1	2	4
618	0	0	1	2	4
619	0	0	1	2	4
620	0	0	1	2	4
621	0	0	1	2	4
622	0	0	1	2	4
623	0	0	1	2	4
624	0	0	1	2	4
625	0	0	1	2	4
626	0	0	1	2	4
627	0	0	1	2	4
628	0	0	1	2	4
629	0	0	1	2	4
630	0	0	1	2	4
631	0	0	1	2	4
632	0	0	1	2	4
633	0	0	1	2	4
634	0	0	1	2	4
635	0	0	1	2	4
636	0	0	1	2	4
637	0	0	1	2	4
638	0	0	1	2	4
639	0	0	1	2	4
640	0	0	1	2	4
641	0	0	1	2	4
642	0	0	1	2	4
643	0	0	1	2	4
644	0	0	1	2	4
645	0	0	1	2	4
646	0	0	1	2	4
647	0	0	1	2	4
648	0	0	1	2	4
649	0	0	1	2	4
650	0	0	1	2	4
651	0	0	1	2	4
652	0	0	1	2	4
653	0	0	1	2	4
654	0	0	1	2	4
655	0	0	1	2	4
656	0	0	1	2	4
657	0	0	1	2	4
658	0	0	1	2	4
659	0	0	1	2	4
660	0	0	1	2	4
661	0	0	1	2	4
662	0	0	1	2	4
663	0	0	1	2	4
664	0	0	1	2	4
665	0	0	1	2	4
666	0	0	1	2	4
667	0	0	1	2	4
668	0	0	1	2	4
669	0	0	1	2	4
670	0	0	1	2	4
671	0	0	1	2	4
672	0	0	1	2	4
673	0	0	1	2	4
674	0	0	1	2	4
675	0	0	1	2	4
676	0	0	1	2	4
677	0	0	1	2	4
678	0	0	1	2	4
679	0	0	1	2	4
680	0	0	1	2	4
681	0	0	1	2	4
682	0	0	1	2	4
683	0	0	1	2	4
684	0	0	1	2	4
685	0	0	1	2	4
686	0	0	1	2	4
687	0	0	1	2	4
688	0	0	1	2	4
689	0	0	1	2	4
690	0	0	1	2	4
691	0	0	1	2	4
692	0	0	1	2	4
693	0	0	1	2	4
694	0	0	1	2	4
695	0	0	1	2	4
696	0	0	1	2	4
697	0	0	1	2	4
698	0	0	1	2	4
699	0	0	1	2	4
700	0	0	1	2	4
701	0	1	1	2	4
702	0	1	1	2	4
703	0	0	1	2	4
704	0	0	1	2	4
705	0	0	1	2	4
706	0	0	1	2	4
707	0	0	1	2	4
708	0	0	1	2	4
709	0	0	1	2	4
710	0	0	1	2	4
711	0	0	1	2	4
712	0	0	1	2	4
713	0	0	1	2	4
714	0	0	1	2	4
715	0	0	1	2	4
716	0	0	1	2	4
717	0	0	1	2	4
718	0	0	1	2	4
719	0	0	1	2	4
720	0	0	1	2	4
721	0	0	1	2	4
722	0	0	1	2	4
723	0	0	1	2	4
724	0	0	1	2	4
725	0	0	1	2	4
726	0	0	1	3	4
727	0	0	1	3	4
728	0	0	1	2	4
729	0	0	1	2	4
730	0	0	1	2	4
731	0	0	1	2	4
732	0	0	1	2	4
733	0	0	1	2	4
734	0	0	1	2	4
735	0	0	1	2	4
736	0	0	1	2	4
737	0	0	1	2	4
738	0	0	1	2	4
739	0	0	1	2	4
740	0	0	1	2	4
741	0	0	1	2	4
742	0	0	1	2	4
743	0	0	1	2	4
744	0	0	1	2	4
745	0	0	1	2	4
746	0	0	1	2	4
747	0	0	1	3	4
748	0	0	1	3	4
749	0	0	1	2	4
750	0	0	1	2	4
751	0	0	1	2	4
752	0	0	1	2	4
753	0	0	1	2	4
754	0	0	1	2	4
755	0	0	1	2	4
756	0	0	1	2	4
757	0	0	1	2	4
758	0	0	1	2	4
759	0	0	1	2	5
760	0	0	1	2	5
761	0	0	1	2	5
762	0	0	1	2	5
763	0	0	1	2	5
764	0	0	1	2	5
765	0	0	1	2	4
766	0	0	1	2	4
767	0	0	1	2	4
768	0	0	1	2	4
769	0	0	1	2	4
770	0	0	1	2	4
771	0	0	1	3	4
772	0	0	1	3	4
773	0	0	1	3	4
774	0	0	1	3	4
775	0	0	1	3	4
776	0	0	1	3	4
777	0	0	1	3	4
778	0	0	1	3	4
779	0	0	1	3	4
780	0	0	1	3	4
781	0	0	1	3	4
782	0	1	1	3	4
783	0	1	1	3	4
784	0	1	1	3	4
785	0	1	1	3	4
786	0	1	1	3	4
787	0	1	1	3	4
788	0	1	1	3	4
789	0	1	1	3	4
790	0	1	1	3	4
791	0	1	1	3	4
792	0	1	1	3	4
793	0	1	1	3	4
794	0	1	1	3	4
795	0	1	1	3	4
796	0	1	1	3	4
797	0	1	1	3	4
798	0	1	1	3	4
799	0	1	1	3	4
800	0	1	1	3	4
801	0	1	1	3	4
802	0	1	2	3	4
803	0	1	2	3	4
804	0	1	2	3	4
805	0	1	2	3	4
806	0	1	2	3	4
807	0	1	2	3	4
808	0	1	2	3	4
809	0	1	2	3	4
810	0	1	2	3	4
811	0	1	2	3	4
812	0	1	2	3	4
813	0	1	2	3	4
814	0	1	2	3	4
815	0	1	2	3	4
816	0	1	2	3	4
817	0	1	2	3	4
818	0	1	2	3	4
819	0	1	2	3	4
820	0	1	2	3	4
821	0	1	2	3	4
822	0	1	2	3	4
823	0	1	2	3	4
824	0	1	2	3	4
825	0	1	2	3	4
826	0	1	2	3	4
827	0	1	2	3	4
828	0	1	2	3	4
829	0	1	2	3	4
830	0	1	2	3	4
831	0	1	2	3	4
832	0	1	2	3	4
833	0	1	2	3	4
834	0	1	2	3	4
835	0	1	2	3	4
836	0	1	2	3	4
837	0	1	2	3	4
838	0	1	2	3	4
839	0	1	2	3	4
840	0	1	2	3	4
841	0	1	2	3	4
842	0	1	2	3	4
843	0	1	2	3	4
844	0	1	2	3	4
845	0	1	2	3	4
846	0	1	2	3	4
847	0	1	2	3	4
848	0	1	2	3	4
849	0	1	2	3	4
850	0	1	2	3	4
851	0	1	2	3	4
852	0	1	2	3	4
853	0	1	2	3	4
854	0	1	2	3	4
855	0	1	2	3	4
856	0	1	2	3	4
857	0	1	2	3	4
858	0	1	2	3	4
859	0	1	2	3	4
860	0	1	2	3	4
861	0	1	2	3	4
862	0	1	2	3	4
863	0	1	2	3	4
864	0	1	2	3	4
865	0	1	2	3	4
866	0	1	2	3	4
867	0	1	2	3	4
868	0	1	2	3	4
869	0	1	2	3	4
870	0	1	2	3	4
871	0	1	2	3	4
872	0	1	2	3	4
873	0	1	2	3	4
874	0	1	2	3	4
875	0	1	2	3	4
876	0	1	2	3	4
877	0	1	2	3	4
878	0	1	2	3	4
879	0	1	2	3	4
880	0	1	2	3	4
881	0	1	2	3	4
882	0	1	2	3	4
883	0	1	2	3	4
884	0	1	2	3	4
885	0	1	2	3	4
886	0	1	2	3	4
887	0	1	2	3	4
888	0	1	2	3	4
889	0	1	2	3	4
890	0	1	2	3	4
891	0	1	2	3	4
892	0	1	2	3	4
893	0	1	2	3	4
894	0	1	2	3	4
895	0	1	2	3	4
896	0	1	2	3	4
897	0	1	2	3	4
898	0	1	2	3	4
899	0	1	2	3	4
900	0	1	2	3	4
901	0	1	2	3	4
902	0	1	2	3	4
903	0	1	2	3	4
904	0	1	2	3	4
905	0	1	2	3	4
906	0	1	2	3	4
907	0	1	2	3	4
908	0	1	2	3	4
909	0	1	2	3	4
910	0	1	2	3	4
911	0	1	2	3	4
912	0	1	2	3	4
913	0	1	2	3	4
914	0	1	2	3	4
915	0	1	2	3	4
916	0	1	2	3	4
917	0	1	2	3	4
918	0	1	2	3	4
919	0	1	2	3	4
920	0	1	2	3	4
921	0	1	2	3	4
922	0	1	2	3	4
923	0	1	2	3	4
924	0	1	2	3	4
925	0	1	2	3	4
926	0	1	2	3	4
927	0	1	2	3	4
928	0	1	2	3	4
929	0	1	2	3	4
930	0	1	2	3	4
931	0	1	2	3	4
932	0	1	2	3	4
933	0	1	2	3	4
934	0	1	2	3	4
935	0	1	2	3	4
936	0	1	2	3	4
937	0	1	2	3	4
938	0	1	2	3	4
939	0	1	2	3	4
940	0	1	2	3	4
941	0	1	2	3	4
942	0	1	2	3	4
943	0	1	2	3	4
944	0	1	2	3	4
945	0	1	2	3	4
946	0	1	2	3	4
947	0	1	2	3	4
948	0	1	2	3	4
949	0	1	2	3	4
950	0	1	2	3	4
951	0	1	2	3	4
952	0	1	2	3	4
953	0	1	2	3	4
954	0	1	2	3	4
955	0	1	2	3	4
956	0	1	2	3	4
957	0	1	2	3	4
958	0	1	2	3	4
959	0	1	2	3	4
960	0	1	2	3	4
961	0	1	2	3	4
962	0	1	2	3	4
963	0	1	2	3	4
964	0	1	2	3	4
965	0	1	2	3	4
966	0	1	2	3	4
967	0	1	2	3	4
968	0	1	2	3	4
969	0	1	2	3	4
970	0	1	2	3	4
971	0	1	2	3	4
972	0	1	2	3	4
973	0	1	2	3	5
974	0	1	2	3	5
975	0	1	2	3	5
976	0	1	2	3	5
977	0	1	2	3	5
978	0	1	2	3	5
979	0	1	2	3	5
980	0	1	2	3	5
981	0	1	2	3	5
982	0	1	2	3	5
983	0	1	2	3	4
984	0	1	2	3	4
985	0	1	2	3	4
986	0	1	2	3	4
987	0	1	2	3	4
988	0	1	2	3	4
989	0	1	2	3	4
990	0	1	2	3	4
991	0	1	2	3	4
992	0	1	2	3	4
993	0	1	2	3	4
994	0	1	2	3	5
995	0	1	2	3	5
996	0	1	2	3	5
997	0	1	2	3	5
998	0	1	2	3	5
999	0	1	2	3	5
1000	0	1	2	3	5
1001	0	1	2	3	5
1002	0	1	2	3	5
1003	0	1	2	3	5
1004	0	1	2	3	5
1005	0	1	2	3	5
1006	0	1	2	3	5
1007	0	1	2	3	5
1008	0	1	2	3	5
1009	0	1	2	3	5
1010	0	1	2	3	5
1011	0	1	2	3	5
1012	0	1	2	3	5
1013	0	1	2	3	5
1014	0	1	2	3	5
1015	0	1	2	3	5
1016	0	1	2	3	5
1017	0	1	2	3	5
1018	0	1	2	3	5
1019	0	1	2	3	5
1020	0	1	2	3	5
1021	0	1	2	3	5
1022	0	1	2	3	5
1023	0	1	2	3	5
1024	0	1	2	3	5
1025	0	1	2	3	5
1026	0	1	2	3	5
1027	0	1	2	3	5
1028	0	1	2	3	5
1029	0	1	2	3	5
1030	0	1	2	3	5
1031	0	1	2	3	5
1032	0	1	2	3	5
1033	0	1	2	3	5
1034	0	1	2	3	5
1035	0	1	2	3	5
1036	0	1	2	3	5
1037	0	1	2	3	5
1038	0	1	2	3	5
1039	0	1	2	3	5
1040	0	1	2	3	5
1041	0	1	2	3	5
1042	0	1	2	3	5
1043	0	1	2	3	5
1044	0	1	2	3	5
1045	0	1	2	3	5
1046	0	1	2	3	5
1047	0	1	2	3	5
1048	0	1	2	3	5
1049	0	1	2	3	5
1050	0	1	2	3	5
1051	0	1	2	3	5
1052	0	1	2	3	5
1053	0	1	2	3	5
1054	0	1	2	3	5
1055	0	1	2	3	5
1056	0	1	2	3	5
1057	0	1	2	3	5
1058	1	1	2	3	5
1059	1	1	2	3	5
1060	1	1	2	3	5
1061	1	1	2	3	5
1062	1	1	2	3	5
1063	1	1	2	3	5
1064	0	1	2	3	5
1065	0	1	2	3	5
1066	0	1	2	3	5
1067	0	1	2	3	5
1068	0	1	2	3	5
1069	0	1	2	3	5
1070	0	1	2	3	5
1071	0	1	2	3	5
1072	0	1	2	3	5
1073	0	1	2	3	5
1074	0	1	2	3	5
1075	0	1	2	3	5
1076	1	1	2	3	5
1077	1	1	2	3	5
1078	1	1	2	3	5
1079	1	1	2	3	5
1080	1	1	2	3	5
1081	0	1	2	3	5
1082	1	1	2	3	5
1083	1	1	2	3	5
1084	1	1	2	3	5
1085	1	1	2	3	5
1086	1	1	2	3	5
1087	1	1	2	3	5
1088	0	1	2	3	5
1089	1	1	2	3	5
1090	1	1	2	3	5
1091	1	1	2	3	5
1092	1	1	2	3	5
1093	1	1	2	3	5
1094	1	1	2	3	5
1095	1	1	2	3	5
1096	1	1	2	3	5
1097	1	1	2	3	5
1098	1	1	2	3	5
1099	1	1	2	3	5
1100	1	1	2	3	5
1101	1	1	2	3	5
1102	1	1	2	3	5
1103	1	1	2	3	5
1104	1	1	2	3	5
1105	1	1	2	3	5
1106	1	1	2	3	5
1107	1	1	2	3	4
1108	1	1	2	3	4
1109	1	1	2	3	4
1110	1	1	2	3	5
1111	1	1	2	3	5
1112	1	1	2	3	5
1113	1	1	2	3	5
1114	1	1	2	3	4
1115	1	1	2	3	4
1116	1	1	2	3	4
1117	1	1	2	3	4
1118	1	1	2	3	4
1119	1	1	2	3	4
1120	1	1	2	3	4
1121	1	1	2	3	4
1122	1	1	2	3	4
1123	1	1	2	3	4
1124	1	1	2	3	4
1125	1	1	2	3	5
1126	1	1	2	3	5
1127	1	1	2	3	5
1128	1	1	2	3	4
1129	1	1	2	3	4
1130	1	1	2	3	4
1131	1	1	2	3	4
1132	1	1	2	3	4
1133	1	1	2	3	4
1134	1	1	2	3	4
1135	1	1	2	3	4
1136	1	1	2	3	5
1137	1	1	2	3	5
1138	1	1	2	3	5
1139	1	1	2	3	5
1140	1	1	2	3	5
1141	1	1	2	3	5
1142	1	1	2	3	5
1143	1	1	2	3	5
1144	1	1	2	3	5
1145	1	1	2	3	5
1146	1	1	2	3	5
1147	1	1	2	3	5
1148	1	1	2	3	5
1149	1	1	2	3	5
